Temps Sain Incubation Infectes Quarantaine Hopital Morts Retablis Total
655.455 2031.4306175107 0.0000000000 0.0000000000 0.0000000000 0.0000000000 14212.2419397993 86381.8851021390 85787.7580602015
656.465 2031.4306175107 0.0000000000 0.0000000000 0.0000000000 0.0000000000 14212.2419397993 86381.8851021390 85787.7580602015
657.475 2031.4306175107 0.0000000000 0.0000000000 0.0000000000 0.0000000000 14212.2419397993 86381.8851021390 85787.7580602015
658.485 2031.4306175107 0.0000000000 0.0000000000 0.0000000000 0.0000000000 14212.2419397993 86381.8851021390 85787.7580602015
659.495 2031.4306175107 0.0000000000 0.0000000000 0.0000000000 0.0000000000 14212.2419397993 86381.8851021390 85787.7580602015
660.505 2031.4306175107 0.0000000000 0.0000000000 0.0000000000 0.0000000000 14212.2419397993 86381.8851021390 85787.7580602015
661.515 2031.4306175107 0.0000000000 0.0000000000 0.0000000000 0.0000000000 14212.2419397993 86381.8851021390 85787.7580602015
662.525 2031.4306175107 0.0000000000 0.0000000000 0.0000000000 0.0000000000 14212.2419397993 86381.8851021390 85787.7580602015
663.535 2031.4306175107 0.0000000000 0.0000000000 0.0000000000 0.0000000000 14212.2419397993 86381.8851021390 85787.7580602015
664.545 2031.4306175107 0.0000000000 0.0000000000 0.0000000000 0.0000000000 14212.2419397993 86381.8851021390 85787.7580602015
665.555 2031.4306175107 0.0000000000 0.0000000000 0.0000000000 0.0000000000 14212.2419397993 86381.8851021390 85787.7580602015
666.565 2031.4306175107 0.0000000000 0.0000000000 0.0000000000 0.0000000000 14212.2419397993 86381.8851021390 85787.7580602015
667.575 2031.4306175107 0.0000000000 0.0000000000 0.0000000000 0.0000000000 14212.2419397993 86381.8851021390 85787.7580602015
668.585 2031.4306175107 0.0000000000 0.0000000000 0.0000000000 0.0000000000 14212.2419397993 86381.8851021390 85787.7580602015
669.594 2031.4306175107 0.0000000000 0.0000000000 0.0000000000 0.0000000000 14212.2419397993 86381.8851021390 85787.7580602015
670.604 2031.4306175107 0.0000000000 0.0000000000 0.0000000000 0.0000000000 14212.2419397993 86381.8851021390 85787.7580602015
671.614 2031.4306175107 0.0000000000 0.0000000000 0.0000000000 0.0000000000 14212.2419397993 86381.8851021390 85787.7580602015
672.624 2031.4306175107 0.0000000000 0.0000000000 0.0000000000 0.0000000000 14212.2419397993 86381.8851021390 85787.7580602015
673.634 2031.4306175107 0.0000000000 0.0000000000 0.0000000000 0.0000000000 14212.2419397993 86381.8851021390 85787.7580602015
674.644 2031.4306175107 0.0000000000 0.0000000000 0.0000000000 0.0000000000 14212.2419397993 86381.8851021390 85787.7580602015
675.654 2031.4306175107 0.0000000000 0.0000000000 0.0000000000 0.0000000000 14212.2419397993 86381.8851021390 85787.7580602015
676.664 2031.4306175107 0.0000000000 0.0000000000 0.0000000000 0.0000000000 14212.2419397993 86381.8851021390 85787.7580602015
677.674 2031.4306175107 0.0000000000 0.0000000000 0.0000000000 0.0000000000 14212.2419397993 86381.8851021390 85787.7580602015
678.684 2031.4306175107 0.0000000000 0.0000000000 0.0000000000 0.0000000000 14212.2419397993 86381.8851021390 85787.7580602015
679.694 2031.4306175107 0.0000000000 0.0000000000 0.0000000000 0.0000000000 14212.2419397993 86381.8851021390 85787.7580602015
680.704 2031.4306175107 0.0000000000 0.0000000000 0.0000000000 0.0000000000 14212.2419397993 86381.8851021390 85787.7580602015
681.714 2031.4306175107 0.0000000000 0.0000000000 0.0000000000 0.0000000000 14212.2419397993 86381.8851021390 85787.7580602015
682.724 2031.4306175107 0.0000000000 0.0000000000 0.0000000000 0.0000000000 14212.2419397993 86381.8851021390 85787.7580602015
683.734 2031.4306175107 0.0000000000 0.0000000000 0.0000000000 0.0000000000 14212.2419397993 86381.8851021390 85787.7580602015
684.744 2031.4306175107 0.0000000000 0.0000000000 0.0000000000 0.0000000000 14212.2419397993 86381.8851021390 85787.7580602015
685.754 2031.4306175107 0.0000000000 0.0000000000 0.0000000000 0.0000000000 14212.2419397993 86381.8851021390 85787.7580602015
686.764 2031.4306175107 0.0000000000 0.0000000000 0.0000000000 0.0000000000 14212.2419397993 86381.8851021390 85787.7580602015
687.774 2031.4306175107 0.0000000000 0.0000000000 0.0000000000 0.0000000000 14212.2419397993 86381.8851021390 85787.7580602015
688.783 2031.4306175107 0.0000000000 0.0000000000 0.0000000000 0.0000000000 14212.2419397993 86381.8851021390 85787.7580602015
689.793 2031.4306175107 0.0000000000 0.0000000000 0.0000000000 0.0000000000 14212.2419397993 86381.8851021390 85787.7580602015
690.803 2031.4306175107 0.0000000000 0.0000000000 0.0000000000 0.0000000000 14212.2419397993 86381.8851021390 85787.7580602015
691.813 2031.4306175107 0.0000000000 0.0000000000 0.0000000000 0.0000000000 14212.2419397993 86381.8851021390 85787.7580602015
692.823 2031.4306175107 0.0000000000 0.0000000000 0.0000000000 0.0000000000 14212.2419397993 86381.8851021390 85787.7580602015
693.833 2031.4306175107 0.0000000000 0.0000000000 0.0000000000 0.0000000000 14212.2419397993 86381.8851021390 85787.7580602015
694.843 2031.4306175107 0.0000000000 0.0000000000 0.0000000000 0.0000000000 14212.2419397993 86381.8851021390 85787.7580602015
695.853 2031.4306175107 0.0000000000 0.0000000000 0.0000000000 0.0000000000 14212.2419397993 86381.8851021390 85787.7580602015
696.863 2031.4306175107 0.0000000000 0.0000000000 0.0000000000 0.0000000000 14212.2419397993 86381.8851021390 85787.7580602015
697.873 2031.4306175107 0.0000000000 0.0000000000 0.0000000000 0.0000000000 14212.2419397993 86381.8851021390 85787.7580602015
698.883 2031.4306175107 0.0000000000 0.0000000000 0.0000000000 0.0000000000 14212.2419397993 86381.8851021390 85787.7580602015
699.893 2031.4306175107 0.0000000000 0.0000000000 0.0000000000 0.0000000000 14212.2419397993 86381.8851021390 85787.7580602015
700.903 2031.4306175107 0.0000000000 0.0000000000 0.0000000000 0.0000000000 14212.2419397993 86381.8851021390 85787.7580602015
701.913 2031.4306175107 0.0000000000 0.0000000000 0.0000000000 0.0000000000 14212.2419397993 86381.8851021390 85787.7580602015
702.923 2031.4306175107 0.0000000000 0.0000000000 0.0000000000 0.0000000000 14212.2419397993 86381.8851021390 85787.7580602015
703.933 2031.4306175107 0.0000000000 0.0000000000 0.0000000000 0.0000000000 14212.2419397993 86381.8851021390 85787.7580602015
704.943 2031.4306175107 0.0000000000 0.0000000000 0.0000000000 0.0000000000 14212.2419397993 86381.8851021390 85787.7580602015
705.953 2031.4306175107 0.0000000000 0.0000000000 0.0000000000 0.0000000000 14212.2419397993 86381.8851021390 85787.7580602015
706.963 2031.4306175107 0.0000000000 0.0000000000 0.0000000000 0.0000000000 14212.2419397993 86381.8851021390 85787.7580602015
707.972 2031.4306175107 0.0000000000 0.0000000000 0.0000000000 0.0000000000 14212.2419397993 86381.8851021390 85787.7580602015
708.982 2031.4306175107 0.0000000000 0.0000000000 0.0000000000 0.0000000000 14212.2419397993 86381.8851021390 85787.7580602015
709.992 2031.4306175107 0.0000000000 0.0000000000 0.0000000000 0.0000000000 14212.2419397993 86381.8851021390 85787.7580602015
711.002 2031.4306175107 0.0000000000 0.0000000000 0.0000000000 0.0000000000 14212.2419397993 86381.8851021390 85787.7580602015
712.012 2031.4306175107 0.0000000000 0.0000000000 0.0000000000 0.0000000000 14212.2419397993 86381.8851021390 85787.7580602015
713.022 2031.4306175107 0.0000000000 0.0000000000 0.0000000000 0.0000000000 14212.2419397993 86381.8851021390 85787.7580602015
714.032 2031.4306175107 0.0000000000 0.0000000000 0.0000000000 0.0000000000 14212.2419397993 86381.8851021390 85787.7580602015
715.042 2031.4306175107 0.0000000000 0.0000000000 0.0000000000 0.0000000000 14212.2419397993 86381.8851021390 85787.7580602015
716.052 2031.4306175107 0.0000000000 0.0000000000 0.0000000000 0.0000000000 14212.2419397993 86381.8851021390 85787.7580602015
717.062 2031.4306175107 0.0000000000 0.0000000000 0.0000000000 0.0000000000 14212.2419397993 86381.8851021390 85787.7580602015
718.072 2031.4306175107 0.0000000000 0.0000000000 0.0000000000 0.0000000000 14212.2419397993 86381.8851021390 85787.7580602015
719.082 2031.4306175107 0.0000000000 0.0000000000 0.0000000000 0.0000000000 14212.2419397993 86381.8851021390 85787.7580602015
720.092 2031.4306175107 0.0000000000 0.0000000000 0.0000000000 0.0000000000 14212.2419397993 86381.8851021390 85787.7580602015
721.102 2031.4306175107 0.0000000000 0.0000000000 0.0000000000 0.0000000000 14212.2419397993 86381.8851021390 85787.7580602015
722.112 2031.4306175107 0.0000000000 0.0000000000 0.0000000000 0.0000000000 14212.2419397993 86381.8851021390 85787.7580602015
723.122 2031.4306175107 0.0000000000 0.0000000000 0.0000000000 0.0000000000 14212.2419397993 86381.8851021390 85787.7580602015
724.132 2031.4306175107 0.0000000000 0.0000000000 0.0000000000 0.0000000000 14212.2419397993 86381.8851021390 85787.7580602015
725.142 2031.4306175107 0.0000000000 0.0000000000 0.0000000000 0.0000000000 14212.2419397993 86381.8851021390 85787.7580602015
726.151 2031.4306175107 0.0000000000 0.0000000000 0.0000000000 0.0000000000 14212.2419397993 86381.8851021390 85787.7580602015
727.161 2031.4306175107 0.0000000000 0.0000000000 0.0000000000 0.0000000000 14212.2419397993 86381.8851021390 85787.7580602015
728.171 2031.4306175107 0.0000000000 0.0000000000 0.0000000000 0.0000000000 14212.2419397993 86381.8851021390 85787.7580602015
729.181 2031.4306175107 0.0000000000 0.0000000000 0.0000000000 0.0000000000 14212.2419397993 86381.8851021390 85787.7580602015
730.191 2031.4306175107 0.0000000000 0.0000000000 0.0000000000 0.0000000000 14212.2419397993 86381.8851021390 85787.7580602015
731.201 2031.4306175107 0.0000000000 0.0000000000 0.0000000000 0.0000000000 14212.2419397993 86381.8851021390 85787.7580602015
732.211 2031.4306175107 0.0000000000 0.0000000000 0.0000000000 0.0000000000 14212.2419397993 86381.8851021390 85787.7580602015
733.221 2031.4306175107 0.0000000000 0.0000000000 0.0000000000 0.0000000000 14212.2419397993 86381.8851021390 85787.7580602015
734.231 2031.4306175107 0.0000000000 0.0000000000 0.0000000000 0.0000000000 14212.2419397993 86381.8851021390 85787.7580602015
735.241 2031.4306175107 0.0000000000 0.0000000000 0.0000000000 0.0000000000 14212.2419397993 86381.8851021390 85787.7580602015
736.251 2031.4306175107 0.0000000000 0.0000000000 0.0000000000 0.0000000000 14212.2419397993 86381.8851021390 85787.7580602015
737.261 2031.4306175107 0.0000000000 0.0000000000 0.0000000000 0.0000000000 14212.2419397993 86381.8851021390 85787.7580602015
738.271 2031.4306175107 0.0000000000 0.0000000000 0.0000000000 0.0000000000 14212.2419397993 86381.8851021390 85787.7580602015
739.281 2031.4306175107 0.0000000000 0.0000000000 0.0000000000 0.0000000000 14212.2419397993 86381.8851021390 85787.7580602015
740.291 2031.4306175107 0.0000000000 0.0000000000 0.0000000000 0.0000000000 14212.2419397993 86381.8851021390 85787.7580602015
741.301 2031.4306175107 0.0000000000 0.0000000000 0.0000000000 0.0000000000 14212.2419397993 86381.8851021390 85787.7580602015
742.311 2031.4306175107 0.0000000000 0.0000000000 0.0000000000 0.0000000000 14212.2419397993 86381.8851021390 85787.7580602015
743.321 2031.4306175107 0.0000000000 0.0000000000 0.0000000000 0.0000000000 14212.2419397993 86381.8851021390 85787.7580602015
744.331 2031.4306175107 0.0000000000 0.0000000000 0.0000000000 0.0000000000 14212.2419397993 86381.8851021390 85787.7580602015
745.340 2031.4306175107 0.0000000000 0.0000000000 0.0000000000 0.0000000000 14212.2419397993 86381.8851021390 85787.7580602015
746.350 2031.4306175107 0.0000000000 0.0000000000 0.0000000000 0.0000000000 14212.2419397993 86381.8851021390 85787.7580602015
747.360 2031.4306175107 0.0000000000 0.0000000000 0.0000000000 0.0000000000 14212.2419397993 86381.8851021390 85787.7580602015
748.370 2031.4306175107 0.0000000000 0.0000000000 0.0000000000 0.0000000000 14212.2419397993 86381.8851021390 85787.7580602015
749.380 2031.4306175107 0.0000000000 0.0000000000 0.0000000000 0.0000000000 14212.2419397993 86381.8851021390 85787.7580602015
750.390 2031.4306175107 0.0000000000 0.0000000000 0.0000000000 0.0000000000 14212.2419397993 86381.8851021390 85787.7580602015
751.400 2031.4306175107 0.0000000000 0.0000000000 0.0000000000 0.0000000000 14212.2419397993 86381.8851021390 85787.7580602015
752.410 2031.4306175107 0.0000000000 0.0000000000 0.0000000000 0.0000000000 14212.2419397993 86381.8851021390 85787.7580602015
753.420 2031.4306175107 0.0000000000 0.0000000000 0.0000000000 0.0000000000 14212.2419397993 86381.8851021390 85787.7580602015
754.430 2031.4306175107 0.0000000000 0.0000000000 0.0000000000 0.0000000000 14212.2419397993 86381.8851021390 85787.7580602015
755.440 2031.4306175107 0.0000000000 0.0000000000 0.0000000000 0.0000000000 14212.2419397993 86381.8851021390 85787.7580602015
756.450 2031.4306175107 0.0000000000 0.0000000000 0.0000000000 0.0000000000 14212.2419397993 86381.8851021390 85787.7580602015
757.460 2031.4306175107 0.0000000000 0.0000000000 0.0000000000 0.0000000000 14212.2419397993 86381.8851021390 85787.7580602015
758.470 2031.4306175107 0.0000000000 0.0000000000 0.0000000000 0.0000000000 14212.2419397993 86381.8851021390 85787.7580602015
759.480 2031.4306175107 0.0000000000 0.0000000000 0.0000000000 0.0000000000 14212.2419397993 86381.8851021390 85787.7580602015
760.490 2031.4306175107 0.0000000000 0.0000000000 0.0000000000 0.0000000000 14212.2419397993 86381.8851021390 85787.7580602015
761.500 2031.4306175107 0.0000000000 0.0000000000 0.0000000000 0.0000000000 14212.2419397993 86381.8851021390 85787.7580602015
762.510 2031.4306175107 0.0000000000 0.0000000000 0.0000000000 0.0000000000 14212.2419397993 86381.8851021390 85787.7580602015
763.520 2031.4306175107 0.0000000000 0.0000000000 0.0000000000 0.0000000000 14212.2419397993 86381.8851021390 85787.7580602015
764.529 2031.4306175107 0.0000000000 0.0000000000 0.0000000000 0.0000000000 14212.2419397993 86381.8851021390 85787.7580602015
765.539 2031.4306175107 0.0000000000 0.0000000000 0.0000000000 0.0000000000 14212.2419397993 86381.8851021390 85787.7580602015
766.549 2031.4306175107 0.0000000000 0.0000000000 0.0000000000 0.0000000000 14212.2419397993 86381.8851021390 85787.7580602015
767.559 2031.4306175107 0.0000000000 0.0000000000 0.0000000000 0.0000000000 14212.2419397993 86381.8851021390 85787.7580602015
768.569 2031.4306175107 0.0000000000 0.0000000000 0.0000000000 0.0000000000 14212.2419397993 86381.8851021390 85787.7580602015
769.579 2031.4306175107 0.0000000000 0.0000000000 0.0000000000 0.0000000000 14212.2419397993 86381.8851021390 85787.7580602015
770.589 2031.4306175107 0.0000000000 0.0000000000 0.0000000000 0.0000000000 14212.2419397993 86381.8851021390 85787.7580602015
771.599 2031.4306175107 0.0000000000 0.0000000000 0.0000000000 0.0000000000 14212.2419397993 86381.8851021390 85787.7580602015
772.609 2031.4306175107 0.0000000000 0.0000000000 0.0000000000 0.0000000000 14212.2419397993 86381.8851021390 85787.7580602015
773.619 2031.4306175107 0.0000000000 0.0000000000 0.0000000000 0.0000000000 14212.2419397993 86381.8851021390 85787.7580602015
774.629 2031.4306175107 0.0000000000 0.0000000000 0.0000000000 0.0000000000 14212.2419397993 86381.8851021390 85787.7580602015
775.639 2031.4306175107 0.0000000000 0.0000000000 0.0000000000 0.0000000000 14212.2419397993 86381.8851021390 85787.7580602015
776.649 2031.4306175107 0.0000000000 0.0000000000 0.0000000000 0.0000000000 14212.2419397993 86381.8851021390 85787.7580602015
777.659 2031.4306175107 0.0000000000 0.0000000000 0.0000000000 0.0000000000 14212.2419397993 86381.8851021390 85787.7580602015
778.669 2031.4306175107 0.0000000000 0.0000000000 0.0000000000 0.0000000000 14212.2419397993 86381.8851021390 85787.7580602015
779.679 2031.4306175107 0.0000000000 0.0000000000 0.0000000000 0.0000000000 14212.2419397993 86381.8851021390 85787.7580602015
780.689 2031.4306175107 0.0000000000 0.0000000000 0.0000000000 0.0000000000 14212.2419397993 86381.8851021390 85787.7580602015
781.699 2031.4306175107 0.0000000000 0.0000000000 0.0000000000 0.0000000000 14212.2419397993 86381.8851021390 85787.7580602015
782.708 2031.4306175107 0.0000000000 0.0000000000 0.0000000000 0.0000000000 14212.2419397993 86381.8851021390 85787.7580602015
783.718 2031.4306175107 0.0000000000 0.0000000000 0.0000000000 0.0000000000 14212.2419397993 86381.8851021390 85787.7580602015
784.728 2031.4306175107 0.0000000000 0.0000000000 0.0000000000 0.0000000000 14212.2419397993 86381.8851021390 85787.7580602015
785.738 2031.4306175107 0.0000000000 0.0000000000 0.0000000000 0.0000000000 14212.2419397993 86381.8851021390 85787.7580602015
786.748 2031.4306175107 0.0000000000 0.0000000000 0.0000000000 0.0000000000 14212.2419397993 86381.8851021390 85787.7580602015
787.758 2031.4306175107 0.0000000000 0.0000000000 0.0000000000 0.0000000000 14212.2419397993 86381.8851021390 85787.7580602015
788.768 2031.4306175107 0.0000000000 0.0000000000 0.0000000000 0.0000000000 14212.2419397993 86381.8851021390 85787.7580602015
789.778 2031.4306175107 0.0000000000 0.0000000000 0.0000000000 0.0000000000 14212.2419397993 86381.8851021390 85787.7580602015
790.788 2031.4306175107 0.0000000000 0.0000000000 0.0000000000 0.0000000000 14212.2419397993 86381.8851021390 85787.7580602015
791.798 2031.4306175107 0.0000000000 0.0000000000 0.0000000000 0.0000000000 14212.2419397993 86381.8851021390 85787.7580602015
792.808 2031.4306175107 0.0000000000 0.0000000000 0.0000000000 0.0000000000 14212.2419397993 86381.8851021390 85787.7580602015
793.818 2031.4306175107 0.0000000000 0.0000000000 0.0000000000 0.0000000000 14212.2419397993 86381.8851021390 85787.7580602015
794.828 2031.4306175107 0.0000000000 0.0000000000 0.0000000000 0.0000000000 14212.2419397993 86381.8851021390 85787.7580602015
795.838 2031.4306175107 0.0000000000 0.0000000000 0.0000000000 0.0000000000 14212.2419397993 86381.8851021390 85787.7580602015
796.848 2031.4306175107 0.0000000000 0.0000000000 0.0000000000 0.0000000000 14212.2419397993 86381.8851021390 85787.7580602015
797.858 2031.4306175107 0.0000000000 0.0000000000 0.0000000000 0.0000000000 14212.2419397993 86381.8851021390 85787.7580602015
798.868 2031.4306175107 0.0000000000 0.0000000000 0.0000000000 0.0000000000 14212.2419397993 86381.8851021390 85787.7580602015
799.878 2031.4306175107 0.0000000000 0.0000000000 0.0000000000 0.0000000000 14212.2419397993 86381.8851021390 85787.7580602015
800.888 2031.4306175107 0.0000000000 0.0000000000 0.0000000000 0.0000000000 14212.2419397993 86381.8851021390 85787.7580602015
801.897 2031.4306175107 0.0000000000 0.0000000000 0.0000000000 0.0000000000 14212.2419397993 86381.8851021390 85787.7580602015
802.907 2031.4306175107 0.0000000000 0.0000000000 0.0000000000 0.0000000000 14212.2419397993 86381.8851021390 85787.7580602015
803.917 2031.4306175107 0.0000000000 0.0000000000 0.0000000000 0.0000000000 14212.2419397993 86381.8851021390 85787.7580602015
804.927 2031.4306175107 0.0000000000 0.0000000000 0.0000000000 0.0000000000 14212.2419397993 86381.8851021390 85787.7580602015
805.937 2031.4306175107 0.0000000000 0.0000000000 0.0000000000 0.0000000000 14212.2419397993 86381.8851021390 85787.7580602015
806.947 2031.4306175107 0.0000000000 0.0000000000 0.0000000000 0.0000000000 14212.2419397993 86381.8851021390 85787.7580602015
807.957 2031.4306175107 0.0000000000 0.0000000000 0.0000000000 0.0000000000 14212.2419397993 86381.8851021390 85787.7580602015
808.967 2031.4306175107 0.0000000000 0.0000000000 0.0000000000 0.0000000000 14212.2419397993 86381.8851021390 85787.7580602015
809.977 2031.4306175107 0.0000000000 0.0000000000 0.0000000000 0.0000000000 14212.2419397993 86381.8851021390 85787.7580602015
810.987 2031.4306175107 0.0000000000 0.0000000000 0.0000000000 0.0000000000 14212.2419397993 86381.8851021390 85787.7580602015
811.997 2031.4306175107 0.0000000000 0.0000000000 0.0000000000 0.0000000000 14212.2419397993 86381.8851021390 85787.7580602015
813.007 2031.4306175107 0.0000000000 0.0000000000 0.0000000000 0.0000000000 14212.2419397993 86381.8851021390 85787.7580602015
814.017 2031.4306175107 0.0000000000 0.0000000000 0.0000000000 0.0000000000 14212.2419397993 86381.8851021390 85787.7580602015
815.027 2031.4306175107 0.0000000000 0.0000000000 0.0000000000 0.0000000000 14212.2419397993 86381.8851021390 85787.7580602015
816.037 2031.4306175107 0.0000000000 0.0000000000 0.0000000000 0.0000000000 14212.2419397993 86381.8851021390 85787.7580602015
817.047 2031.4306175107 0.0000000000 0.0000000000 0.0000000000 0.0000000000 14212.2419397993 86381.8851021390 85787.7580602015
818.057 2031.4306175107 0.0000000000 0.0000000000 0.0000000000 0.0000000000 14212.2419397993 86381.8851021390 85787.7580602015
819.067 2031.4306175107 0.0000000000 0.0000000000 0.0000000000 0.0000000000 14212.2419397993 86381.8851021390 85787.7580602015
820.077 2031.4306175107 0.0000000000 0.0000000000 0.0000000000 0.0000000000 14212.2419397993 86381.8851021390 85787.7580602015
821.086 2031.4306175107 0.0000000000 0.0000000000 0.0000000000 0.0000000000 14212.2419397993 86381.8851021390 85787.7580602015
822.096 2031.4306175107 0.0000000000 0.0000000000 0.0000000000 0.0000000000 14212.2419397993 86381.8851021390 85787.7580602015
823.106 2031.4306175107 0.0000000000 0.0000000000 0.0000000000 0.0000000000 14212.2419397993 86381.8851021390 85787.7580602015
824.116 2031.4306175107 0.0000000000 0.0000000000 0.0000000000 0.0000000000 14212.2419397993 86381.8851021390 85787.7580602015
825.126 2031.4306175107 0.0000000000 0.0000000000 0.0000000000 0.0000000000 14212.2419397993 86381.8851021390 85787.7580602015
826.136 2031.4306175107 0.0000000000 0.0000000000 0.0000000000 0.0000000000 14212.2419397993 86381.8851021390 85787.7580602015
827.146 2031.4306175107 0.0000000000 0.0000000000 0.0000000000 0.0000000000 14212.2419397993 86381.8851021390 85787.7580602015
828.156 2031.4306175107 0.0000000000 0.0000000000 0.0000000000 0.0000000000 14212.2419397993 86381.8851021390 85787.7580602015
829.166 2031.4306175107 0.0000000000 0.0000000000 0.0000000000 0.0000000000 14212.2419397993 86381.8851021390 85787.7580602015
830.176 2031.4306175107 0.0000000000 0.0000000000 0.0000000000 0.0000000000 14212.2419397993 86381.8851021390 85787.7580602015
831.186 2031.4306175107 0.0000000000 0.0000000000 0.0000000000 0.0000000000 14212.2419397993 86381.8851021390 85787.7580602015
832.196 2031.4306175107 0.0000000000 0.0000000000 0.0000000000 0.0000000000 14212.2419397993 86381.8851021390 85787.7580602015
833.206 2031.4306175107 0.0000000000 0.0000000000 0.0000000000 0.0000000000 14212.2419397993 86381.8851021390 85787.7580602015
834.216 2031.4306175107 0.0000000000 0.0000000000 0.0000000000 0.0000000000 14212.2419397993 86381.8851021390 85787.7580602015
835.226 2031.4306175107 0.0000000000 0.0000000000 0.0000000000 0.0000000000 14212.2419397993 86381.8851021390 85787.7580602015
836.236 2031.4306175107 0.0000000000 0.0000000000 0.0000000000 0.0000000000 14212.2419397993 86381.8851021390 85787.7580602015
837.246 2031.4306175107 0.0000000000 0.0000000000 0.0000000000 0.0000000000 14212.2419397993 86381.8851021390 85787.7580602015
838.256 2031.4306175107 0.0000000000 0.0000000000 0.0000000000 0.0000000000 14212.2419397993 86381.8851021390 85787.7580602015
839.265 2031.4306175107 0.0000000000 0.0000000000 0.0000000000 0.0000000000 14212.2419397993 86381.8851021390 85787.7580602015
840.275 2031.4306175107 0.0000000000 0.0000000000 0.0000000000 0.0000000000 14212.2419397993 86381.8851021390 85787.7580602015
841.285 2031.4306175107 0.0000000000 0.0000000000 0.0000000000 0.0000000000 14212.2419397993 86381.8851021390 85787.7580602015
842.295 2031.4306175107 0.0000000000 0.0000000000 0.0000000000 0.0000000000 14212.2419397993 86381.8851021390 85787.7580602015
843.305 2031.4306175107 0.0000000000 0.0000000000 0.0000000000 0.0000000000 14212.2419397993 86381.8851021390 85787.7580602015
844.315 2031.4306175107 0.0000000000 0.0000000000 0.0000000000 0.0000000000 14212.2419397993 86381.8851021390 85787.7580602015
845.325 2031.4306175107 0.0000000000 0.0000000000 0.0000000000 0.0000000000 14212.2419397993 86381.8851021390 85787.7580602015
846.335 2031.4306175107 0.0000000000 0.0000000000 0.0000000000 0.0000000000 14212.2419397993 86381.8851021390 85787.7580602015
847.345 2031.4306175107 0.0000000000 0.0000000000 0.0000000000 0.0000000000 14212.2419397993 86381.8851021390 85787.7580602015
848.355 2031.4306175107 0.0000000000 0.0000000000 0.0000000000 0.0000000000 14212.2419397993 86381.8851021390 85787.7580602015
849.365 2031.4306175107 0.0000000000 0.0000000000 0.0000000000 0.0000000000 14212.2419397993 86381.8851021390 85787.7580602015
850.375 2031.4306175107 0.0000000000 0.0000000000 0.0000000000 0.0000000000 14212.2419397993 86381.8851021390 85787.7580602015
851.385 2031.4306175107 0.0000000000 0.0000000000 0.0000000000 0.0000000000 14212.2419397993 86381.8851021390 85787.7580602015
852.395 2031.4306175107 0.0000000000 0.0000000000 0.0000000000 0.0000000000 14212.2419397993 86381.8851021390 85787.7580602015
853.405 2031.4306175107 0.0000000000 0.0000000000 0.0000000000 0.0000000000 14212.2419397993 86381.8851021390 85787.7580602015
854.415 2031.4306175107 0.0000000000 0.0000000000 0.0000000000 0.0000000000 14212.2419397993 86381.8851021390 85787.7580602015
855.425 2031.4306175107 0.0000000000 0.0000000000 0.0000000000 0.0000000000 14212.2419397993 86381.8851021390 85787.7580602015
856.435 2031.4306175107 0.0000000000 0.0000000000 0.0000000000 0.0000000000 14212.2419397993 86381.8851021390 85787.7580602015
857.445 2031.4306175107 0.0000000000 0.0000000000 0.0000000000 0.0000000000 14212.2419397993 86381.8851021390 85787.7580602015
858.454 2031.4306175107 0.0000000000 0.0000000000 0.0000000000 0.0000000000 14212.2419397993 86381.8851021390 85787.7580602015
859.464 2031.4306175107 0.0000000000 0.0000000000 0.0000000000 0.0000000000 14212.2419397993 86381.8851021390 85787.7580602015
860.474 2031.4306175107 0.0000000000 0.0000000000 0.0000000000 0.0000000000 14212.2419397993 86381.8851021390 85787.7580602015
861.484 2031.4306175107 0.0000000000 0.0000000000 0.0000000000 0.0000000000 14212.2419397993 86381.8851021390 85787.7580602015
862.494 2031.4306175107 0.0000000000 0.0000000000 0.0000000000 0.0000000000 14212.2419397993 86381.8851021390 85787.7580602015
863.504 2031.4306175107 0.0000000000 0.0000000000 0.0000000000 0.0000000000 14212.2419397993 86381.8851021390 85787.7580602015
864.514 2031.4306175107 0.0000000000 0.0000000000 0.0000000000 0.0000000000 14212.2419397993 86381.8851021390 85787.7580602015
865.524 2031.4306175107 0.0000000000 0.0000000000 0.0000000000 0.0000000000 14212.2419397993 86381.8851021390 85787.7580602015
866.534 2031.4306175107 0.0000000000 0.0000000000 0.0000000000 0.0000000000 14212.2419397993 86381.8851021390 85787.7580602015
867.544 2031.4306175107 0.0000000000 0.0000000000 0.0000000000 0.0000000000 14212.2419397993 86381.8851021390 85787.7580602015
868.554 2031.4306175107 0.0000000000 0.0000000000 0.0000000000 0.0000000000 14212.2419397993 86381.8851021390 85787.7580602015
869.564 2031.4306175107 0.0000000000 0.0000000000 0.0000000000 0.0000000000 14212.2419397993 86381.8851021390 85787.7580602015
870.574 2031.4306175107 0.0000000000 0.0000000000 0.0000000000 0.0000000000 14212.2419397993 86381.8851021390 85787.7580602015
871.584 2031.4306175107 0.0000000000 0.0000000000 0.0000000000 0.0000000000 14212.2419397993 86381.8851021390 85787.7580602015
872.594 2031.4306175107 0.0000000000 0.0000000000 0.0000000000 0.0000000000 14212.2419397993 86381.8851021390 85787.7580602015
873.604 2031.4306175107 0.0000000000 0.0000000000 0.0000000000 0.0000000000 14212.2419397993 86381.8851021390 85787.7580602015
874.614 2031.4306175107 0.0000000000 0.0000000000 0.0000000000 0.0000000000 14212.2419397993 86381.8851021390 85787.7580602015
