Temps Sain Incubation Infectes Quarantaine Hopital Morts Retablis Total
215.119 2031.4306180562 0.0000006550 0.0000031423 0.0011286050 0.0000183059 14212.2419388413 86381.8839518074 85787.7580611582
216.129 2031.4306179860 0.0000005707 0.0000027379 0.0010202586 0.0000160911 14212.2419389579 86381.8840628158 85787.7580610417
217.138 2031.4306179248 0.0000004973 0.0000023856 0.0009223112 0.0000141438 14212.2419390603 86381.8841630992 85787.7580609393
218.148 2031.4306178715 0.0000004333 0.0000020786 0.0008337651 0.0000124318 14212.2419391502 86381.8842536954 85787.7580608494
219.158 2031.4306178251 0.0000003775 0.0000018111 0.0007537180 0.0000109266 14212.2419392292 86381.8843355415 85787.7580607704
220.168 2031.4306177846 0.0000003289 0.0000015780 0.0006813545 0.0000096034 14212.2419392987 86381.8844094837 85787.7580607010
221.178 2031.4306177494 0.0000002866 0.0000013749 0.0006159373 0.0000084401 14212.2419393596 86381.8844762863 85787.7580606401
222.188 2031.4306177186 0.0000002497 0.0000011980 0.0005567996 0.0000074176 14212.2419394132 86381.8845366396 85787.7580605865
223.198 2031.4306176919 0.0000002176 0.0000010438 0.0005033390 0.0000065187 14212.2419394602 86381.8845911671 85787.7580605395
224.208 2031.4306176686 0.0000001896 0.0000009095 0.0004550104 0.0000057286 14212.2419395015 86381.8846404317 85787.7580604982
225.218 2031.4306176482 0.0000001652 0.0000007924 0.0004113214 0.0000050341 14212.2419395378 86381.8846849421 85787.7580604619
226.228 2031.4306176305 0.0000001439 0.0000006905 0.0003718266 0.0000044236 14212.2419395697 86381.8847251576 85787.7580604300
227.238 2031.4306176151 0.0000001254 0.0000006016 0.0003361236 0.0000038871 14212.2419395977 86381.8847614930 85787.7580604020
228.248 2031.4306176017 0.0000001093 0.0000005242 0.0003038483 0.0000034155 14212.2419396223 86381.8847943233 85787.7580603774
229.258 2031.4306175900 0.0000000952 0.0000004567 0.0002746716 0.0000030011 14212.2419396438 86381.8848239868 85787.7580603558
230.268 2031.4306175798 0.0000000830 0.0000003979 0.0002482963 0.0000026369 14212.2419396628 86381.8848507893 85787.7580603369
231.278 2031.4306175709 0.0000000723 0.0000003467 0.0002244533 0.0000023168 14212.2419396795 86381.8848750071 85787.7580603202
232.288 2031.4306175631 0.0000000630 0.0000003021 0.0002028996 0.0000020355 14212.2419396941 86381.8848968897 85787.7580603056
233.298 2031.4306175564 0.0000000549 0.0000002632 0.0001834154 0.0000017883 14212.2419397069 86381.8849166624 85787.7580602928
234.308 2031.4306175505 0.0000000478 0.0000002294 0.0001658020 0.0000015711 14212.2419397182 86381.8849345290 85787.7580602815
235.318 2031.4306175454 0.0000000417 0.0000001998 0.0001498798 0.0000013803 14212.2419397281 86381.8849506733 85787.7580602716
236.327 2031.4306175409 0.0000000363 0.0000001741 0.0001354865 0.0000012126 14212.2419397368 86381.8849652615 85787.7580602629
237.337 2031.4306175370 0.0000000316 0.0000001517 0.0001224753 0.0000010652 14212.2419397445 86381.8849784436 85787.7580602552
238.347 2031.4306175336 0.0000000276 0.0000001322 0.0001107134 0.0000009357 14212.2419397512 86381.8849903554 85787.7580602485
239.357 2031.4306175307 0.0000000240 0.0000001152 0.0001000810 0.0000008220 14212.2419397571 86381.8850011194 85787.7580602426
240.367 2031.4306175281 0.0000000209 0.0000001004 0.0000904696 0.0000007220 14212.2419397622 86381.8850108462 85787.7580602375
241.377 2031.4306175259 0.0000000182 0.0000000874 0.0000817812 0.0000006342 14212.2419397668 86381.8850196359 85787.7580602329
242.387 2031.4306175239 0.0000000159 0.0000000762 0.0000739271 0.0000005571 14212.2419397708 86381.8850275789 85787.7580602289
243.397 2031.4306175222 0.0000000138 0.0000000664 0.0000668272 0.0000004893 14212.2419397743 86381.8850347567 85787.7580602254
244.407 2031.4306175207 0.0000000121 0.0000000578 0.0000604091 0.0000004298 14212.2419397773 86381.8850412431 85787.7580602224
245.417 2031.4306175194 0.0000000105 0.0000000504 0.0000546074 0.0000003775 14212.2419397800 86381.8850471048 85787.7580602197
246.427 2031.4306175183 0.0000000092 0.0000000439 0.0000493628 0.0000003315 14212.2419397824 86381.8850524020 85787.7580602173
247.437 2031.4306175173 0.0000000080 0.0000000383 0.0000446219 0.0000002912 14212.2419397845 86381.8850571891 85787.7580602152
248.447 2031.4306175165 0.0000000069 0.0000000333 0.0000403363 0.0000002557 14212.2419397863 86381.8850615152 85787.7580602133
249.457 2031.4306175157 0.0000000061 0.0000000290 0.0000364622 0.0000002246 14212.2419397879 86381.8850654248 85787.7580602118
250.467 2031.4306175151 0.0000000053 0.0000000253 0.0000329603 0.0000001972 14212.2419397893 86381.8850689579 85787.7580602104
251.477 2031.4306175145 0.0000000046 0.0000000221 0.0000297946 0.0000001732 14212.2419397906 86381.8850721509 85787.7580602091
252.487 2031.4306175140 0.0000000040 0.0000000192 0.0000269330 0.0000001521 14212.2419397916 86381.8850750365 85787.7580602081
253.497 2031.4306175136 0.0000000035 0.0000000167 0.0000243461 0.0000001336 14212.2419397926 86381.8850776443 85787.7580602072
254.507 2031.4306175132 0.0000000030 0.0000000146 0.0000220078 0.0000001173 14212.2419397934 86381.8850800012 85787.7580602062
255.516 2031.4306175129 0.0000000026 0.0000000127 0.0000198940 0.0000001030 14212.2419397942 86381.8850821312 85787.7580602054
256.526 2031.4306175126 0.0000000023 0.0000000111 0.0000179832 0.0000000904 14212.2419397948 86381.8850840561 85787.7580602049
257.536 2031.4306175123 0.0000000020 0.0000000096 0.0000162560 0.0000000794 14212.2419397954 86381.8850857958 85787.7580602044
258.546 2031.4306175121 0.0000000018 0.0000000084 0.0000146946 0.0000000697 14212.2419397959 86381.8850873681 85787.7580602040
259.556 2031.4306175119 0.0000000015 0.0000000073 0.0000132832 0.0000000612 14212.2419397963 86381.8850887891 85787.7580602035
260.566 2031.4306175118 0.0000000013 0.0000000064 0.0000120074 0.0000000537 14212.2419397967 86381.8850900733 85787.7580602030
261.576 2031.4306175116 0.0000000012 0.0000000056 0.0000108540 0.0000000472 14212.2419397970 86381.8850912340 85787.7580602025
262.586 2031.4306175115 0.0000000010 0.0000000048 0.0000098115 0.0000000414 14212.2419397973 86381.8850922830 85787.7580602020
263.596 2031.4306175114 0.0000000009 0.0000000042 0.0000088691 0.0000000364 14212.2419397976 86381.8850932311 85787.7580602016
264.606 2031.4306175113 0.0000000008 0.0000000037 0.0000080172 0.0000000319 14212.2419397978 86381.8850940879 85787.7580602015
265.616 2031.4306175112 0.0000000007 0.0000000032 0.0000072471 0.0000000280 14212.2419397980 86381.8850948623 85787.7580602015
266.626 2031.4306175112 0.0000000006 0.0000000028 0.0000065510 0.0000000246 14212.2419397982 86381.8850955622 85787.7580602015
267.636 2031.4306175111 0.0000000005 0.0000000024 0.0000059218 0.0000000216 14212.2419397983 86381.8850961949 85787.7580602015
268.646 2031.4306175110 0.0000000004 0.0000000021 0.0000053530 0.0000000190 14212.2419397985 86381.8850967666 85787.7580602015
269.656 2031.4306175110 0.0000000004 0.0000000018 0.0000048388 0.0000000167 14212.2419397986 86381.8850972834 85787.7580602015
270.666 2031.4306175110 0.0000000003 0.0000000016 0.0000043740 0.0000000146 14212.2419397987 86381.8850977504 85787.7580602015
271.676 2031.4306175109 0.0000000003 0.0000000014 0.0000039539 0.0000000128 14212.2419397988 86381.8850981725 85787.7580602015
272.686 2031.4306175109 0.0000000003 0.0000000012 0.0000035741 0.0000000113 14212.2419397989 86381.8850985540 85787.7580602015
273.695 2031.4306175109 0.0000000002 0.0000000011 0.0000032308 0.0000000099 14212.2419397989 86381.8850988988 85787.7580602015
274.705 2031.4306175108 0.0000000002 0.0000000009 0.0000029205 0.0000000087 14212.2419397990 86381.8850992105 85787.7580602015
275.715 2031.4306175108 0.0000000002 0.0000000008 0.0000026399 0.0000000076 14212.2419397990 86381.8850994922 85787.7580602015
276.725 2031.4306175108 0.0000000001 0.0000000007 0.0000023864 0.0000000067 14212.2419397991 86381.8850997469 85787.7580602015
277.735 2031.4306175108 0.0000000001 0.0000000006 0.0000021571 0.0000000059 14212.2419397992 86381.8850999769 85787.7580602015
278.745 2031.4306175108 0.0000000001 0.0000000005 0.0000019499 0.0000000052 14212.2419397992 86381.8851001850 85787.7580602015
279.755 2031.4306175108 0.0000000001 0.0000000005 0.0000017626 0.0000000045 14212.2419397993 86381.8851003730 85787.7580602015
280.765 2031.4306175107 0.0000000001 0.0000000004 0.0000015933 0.0000000040 14212.2419397993 86381.8851005429 85787.7580602015
281.775 2031.4306175107 0.0000000001 0.0000000004 0.0000014403 0.0000000035 14212.2419397993 86381.8851006965 85787.7580602015
282.785 2031.4306175107 0.0000000001 0.0000000003 0.0000013019 0.0000000031 14212.2419397993 86381.8851008354 85787.7580602015
283.795 2031.4306175107 0.0000000001 0.0000000003 0.0000011769 0.0000000027 14212.2419397993 86381.8851009608 85787.7580602015
284.805 2031.4306175107 0.0000000000 0.0000000002 0.0000010638 0.0000000024 14212.2419397993 86381.8851010743 85787.7580602015
285.815 2031.4306175107 0.0000000000 0.0000000002 0.0000009616 0.0000000021 14212.2419397993 86381.8851011767 85787.7580602015
286.825 2031.4306175107 0.0000000000 0.0000000002 0.0000008693 0.0000000018 14212.2419397993 86381.8851012694 85787.7580602015
287.835 2031.4306175107 0.0000000000 0.0000000002 0.0000007858 0.0000000016 14212.2419397993 86381.8851013532 85787.7580602015
288.845 2031.4306175107 0.0000000000 0.0000000001 0.0000007103 0.0000000014 14212.2419397993 86381.8851014288 85787.7580602015
289.855 2031.4306175107 0.0000000000 0.0000000001 0.0000006421 0.0000000012 14212.2419397993 86381.8851014972 85787.7580602015
290.865 2031.4306175107 0.0000000000 0.0000000001 0.0000005804 0.0000000011 14212.2419397993 86381.8851015591 85787.7580602015
291.875 2031.4306175107 0.0000000000 0.0000000001 0.0000005246 0.0000000009 14212.2419397993 86381.8851016150 85787.7580602015
292.884 2031.4306175107 0.0000000000 0.0000000001 0.0000004742 0.0000000008 14212.2419397993 86381.8851016655 85787.7580602015
293.894 2031.4306175107 0.0000000000 0.0000000001 0.0000004287 0.0000000007 14212.2419397993 86381.8851017112 85787.7580602015
294.904 2031.4306175107 0.0000000000 0.0000000001 0.0000003875 0.0000000006 14212.2419397993 86381.8851017524 85787.7580602015
295.914 2031.4306175107 0.0000000000 0.0000000001 0.0000003503 0.0000000006 14212.2419397993 86381.8851017898 85787.7580602015
296.924 2031.4306175107 0.0000000000 0.0000000000 0.0000003166 0.0000000005 14212.2419397993 86381.8851018235 85787.7580602015
297.934 2031.4306175107 0.0000000000 0.0000000000 0.0000002862 0.0000000004 14212.2419397993 86381.8851018539 85787.7580602015
298.944 2031.4306175107 0.0000000000 0.0000000000 0.0000002587 0.0000000004 14212.2419397993 86381.8851018815 85787.7580602015
299.954 2031.4306175107 0.0000000000 0.0000000000 0.0000002339 0.0000000003 14212.2419397993 86381.8851019064 85787.7580602015
300.964 2031.4306175107 0.0000000000 0.0000000000 0.0000002114 0.0000000003 14212.2419397993 86381.8851019289 85787.7580602015
301.974 2031.4306175107 0.0000000000 0.0000000000 0.0000001911 0.0000000003 14212.2419397993 86381.8851019492 85787.7580602015
302.984 2031.4306175107 0.0000000000 0.0000000000 0.0000001727 0.0000000002 14212.2419397993 86381.8851019676 85787.7580602015
303.994 2031.4306175107 0.0000000000 0.0000000000 0.0000001561 0.0000000002 14212.2419397993 86381.8851019842 85787.7580602015
305.004 2031.4306175107 0.0000000000 0.0000000000 0.0000001411 0.0000000002 14212.2419397993 86381.8851019992 85787.7580602015
306.014 2031.4306175107 0.0000000000 0.0000000000 0.0000001276 0.0000000002 14212.2419397993 86381.8851020128 85787.7580602015
307.024 2031.4306175107 0.0000000000 0.0000000000 0.0000001153 0.0000000001 14212.2419397993 86381.8851020251 85787.7580602015
308.034 2031.4306175107 0.0000000000 0.0000000000 0.0000001043 0.0000000001 14212.2419397993 86381.8851020362 85787.7580602015
309.044 2031.4306175107 0.0000000000 0.0000000000 0.0000000942 0.0000000001 14212.2419397993 86381.8851020462 85787.7580602015
310.054 2031.4306175107 0.0000000000 0.0000000000 0.0000000852 0.0000000001 14212.2419397993 86381.8851020553 85787.7580602015
311.064 2031.4306175107 0.0000000000 0.0000000000 0.0000000770 0.0000000001 14212.2419397993 86381.8851020635 85787.7580602015
312.073 2031.4306175107 0.0000000000 0.0000000000 0.0000000696 0.0000000001 14212.2419397993 86381.8851020709 85787.7580602015
313.083 2031.4306175107 0.0000000000 0.0000000000 0.0000000629 0.0000000001 14212.2419397993 86381.8851020776 85787.7580602015
314.093 2031.4306175107 0.0000000000 0.0000000000 0.0000000569 0.0000000001 14212.2419397993 86381.8851020836 85787.7580602015
315.103 2031.4306175107 0.0000000000 0.0000000000 0.0000000514 0.0000000000 14212.2419397993 86381.8851020891 85787.7580602015
316.113 2031.4306175107 0.0000000000 0.0000000000 0.0000000465 0.0000000000 14212.2419397993 86381.8851020941 85787.7580602015
317.123 2031.4306175107 0.0000000000 0.0000000000 0.0000000420 0.0000000000 14212.2419397993 86381.8851020985 85787.7580602015
318.133 2031.4306175107 0.0000000000 0.0000000000 0.0000000380 0.0000000000 14212.2419397993 86381.8851021026 85787.7580602015
319.143 2031.4306175107 0.0000000000 0.0000000000 0.0000000343 0.0000000000 14212.2419397993 86381.8851021062 85787.7580602015
320.153 2031.4306175107 0.0000000000 0.0000000000 0.0000000310 0.0000000000 14212.2419397993 86381.8851021096 85787.7580602015
321.163 2031.4306175107 0.0000000000 0.0000000000 0.0000000280 0.0000000000 14212.2419397993 86381.8851021125 85787.7580602015
322.173 2031.4306175107 0.0000000000 0.0000000000 0.0000000254 0.0000000000 14212.2419397993 86381.8851021152 85787.7580602015
323.183 2031.4306175107 0.0000000000 0.0000000000 0.0000000229 0.0000000000 14212.2419397993 86381.8851021176 85787.7580602015
324.193 2031.4306175107 0.0000000000 0.0000000000 0.0000000207 0.0000000000 14212.2419397993 86381.8851021199 85787.7580602015
325.203 2031.4306175107 0.0000000000 0.0000000000 0.0000000187 0.0000000000 14212.2419397993 86381.8851021218 85787.7580602015
326.213 2031.4306175107 0.0000000000 0.0000000000 0.0000000169 0.0000000000 14212.2419397993 86381.8851021237 85787.7580602015
327.223 2031.4306175107 0.0000000000 0.0000000000 0.0000000153 0.0000000000 14212.2419397993 86381.8851021253 85787.7580602015
328.233 2031.4306175107 0.0000000000 0.0000000000 0.0000000138 0.0000000000 14212.2419397993 86381.8851021267 85787.7580602015
329.243 2031.4306175107 0.0000000000 0.0000000000 0.0000000125 0.0000000000 14212.2419397993 86381.8851021281 85787.7580602015
330.252 2031.4306175107 0.0000000000 0.0000000000 0.0000000113 0.0000000000 14212.2419397993 86381.8851021294 85787.7580602015
331.262 2031.4306175107 0.0000000000 0.0000000000 0.0000000102 0.0000000000 14212.2419397993 86381.8851021303 85787.7580602015
332.272 2031.4306175107 0.0000000000 0.0000000000 0.0000000092 0.0000000000 14212.2419397993 86381.8851021313 85787.7580602015
333.282 2031.4306175107 0.0000000000 0.0000000000 0.0000000083 0.0000000000 14212.2419397993 86381.8851021322 85787.7580602015
334.292 2031.4306175107 0.0000000000 0.0000000000 0.0000000075 0.0000000000 14212.2419397993 86381.8851021332 85787.7580602015
335.302 2031.4306175107 0.0000000000 0.0000000000 0.0000000068 0.0000000000 14212.2419397993 86381.8851021340 85787.7580602015
336.312 2031.4306175107 0.0000000000 0.0000000000 0.0000000062 0.0000000000 14212.2419397993 86381.8851021344 85787.7580602015
337.322 2031.4306175107 0.0000000000 0.0000000000 0.0000000056 0.0000000000 14212.2419397993 86381.8851021349 85787.7580602015
338.332 2031.4306175107 0.0000000000 0.0000000000 0.0000000050 0.0000000000 14212.2419397993 86381.8851021354 85787.7580602015
339.342 2031.4306175107 0.0000000000 0.0000000000 0.0000000046 0.0000000000 14212.2419397993 86381.8851021359 85787.7580602015
340.352 2031.4306175107 0.0000000000 0.0000000000 0.0000000041 0.0000000000 14212.2419397993 86381.8851021364 85787.7580602015
341.362 2031.4306175107 0.0000000000 0.0000000000 0.0000000037 0.0000000000 14212.2419397993 86381.8851021368 85787.7580602015
342.372 2031.4306175107 0.0000000000 0.0000000000 0.0000000034 0.0000000000 14212.2419397993 86381.8851021373 85787.7580602015
343.382 2031.4306175107 0.0000000000 0.0000000000 0.0000000030 0.0000000000 14212.2419397993 86381.8851021378 85787.7580602015
344.392 2031.4306175107 0.0000000000 0.0000000000 0.0000000027 0.0000000000 14212.2419397993 86381.8851021383 85787.7580602015
345.402 2031.4306175107 0.0000000000 0.0000000000 0.0000000025 0.0000000000 14212.2419397993 86381.8851021388 85787.7580602015
346.412 2031.4306175107 0.0000000000 0.0000000000 0.0000000022 0.0000000000 14212.2419397993 86381.8851021390 85787.7580602015
347.422 2031.4306175107 0.0000000000 0.0000000000 0.0000000020 0.0000000000 14212.2419397993 86381.8851021390 85787.7580602015
348.432 2031.4306175107 0.0000000000 0.0000000000 0.0000000018 0.0000000000 14212.2419397993 86381.8851021390 85787.7580602015
349.441 2031.4306175107 0.0000000000 0.0000000000 0.0000000017 0.0000000000 14212.2419397993 86381.8851021390 85787.7580602015
350.451 2031.4306175107 0.0000000000 0.0000000000 0.0000000015 0.0000000000 14212.2419397993 86381.8851021390 85787.7580602015
351.461 2031.4306175107 0.0000000000 0.0000000000 0.0000000014 0.0000000000 14212.2419397993 86381.8851021390 85787.7580602015
352.471 2031.4306175107 0.0000000000 0.0000000000 0.0000000012 0.0000000000 14212.2419397993 86381.8851021390 85787.7580602015
353.481 2031.4306175107 0.0000000000 0.0000000000 0.0000000011 0.0000000000 14212.2419397993 86381.8851021390 85787.7580602015
354.491 2031.4306175107 0.0000000000 0.0000000000 0.0000000010 0.0000000000 14212.2419397993 86381.8851021390 85787.7580602015
355.501 2031.4306175107 0.0000000000 0.0000000000 0.0000000009 0.0000000000 14212.2419397993 86381.8851021390 85787.7580602015
356.511 2031.4306175107 0.0000000000 0.0000000000 0.0000000008 0.0000000000 14212.2419397993 86381.8851021390 85787.7580602015
357.521 2031.4306175107 0.0000000000 0.0000000000 0.0000000007 0.0000000000 14212.2419397993 86381.8851021390 85787.7580602015
358.531 2031.4306175107 0.0000000000 0.0000000000 0.0000000007 0.0000000000 14212.2419397993 86381.8851021390 85787.7580602015
359.541 2031.4306175107 0.0000000000 0.0000000000 0.0000000006 0.0000000000 14212.2419397993 86381.8851021390 85787.7580602015
360.551 2031.4306175107 0.0000000000 0.0000000000 0.0000000005 0.0000000000 14212.2419397993 86381.8851021390 85787.7580602015
361.561 2031.4306175107 0.0000000000 0.0000000000 0.0000000005 0.0000000000 14212.2419397993 86381.8851021390 85787.7580602015
362.571 2031.4306175107 0.0000000000 0.0000000000 0.0000000004 0.0000000000 14212.2419397993 86381.8851021390 85787.7580602015
363.581 2031.4306175107 0.0000000000 0.0000000000 0.0000000004 0.0000000000 14212.2419397993 86381.8851021390 85787.7580602015
364.591 2031.4306175107 0.0000000000 0.0000000000 0.0000000004 0.0000000000 14212.2419397993 86381.8851021390 85787.7580602015
365.601 2031.4306175107 0.0000000000 0.0000000000 0.0000000003 0.0000000000 14212.2419397993 86381.8851021390 85787.7580602015
366.611 2031.4306175107 0.0000000000 0.0000000000 0.0000000003 0.0000000000 14212.2419397993 86381.8851021390 85787.7580602015
367.621 2031.4306175107 0.0000000000 0.0000000000 0.0000000003 0.0000000000 14212.2419397993 86381.8851021390 85787.7580602015
368.630 2031.4306175107 0.0000000000 0.0000000000 0.0000000002 0.0000000000 14212.2419397993 86381.8851021390 85787.7580602015
369.640 2031.4306175107 0.0000000000 0.0000000000 0.0000000002 0.0000000000 14212.2419397993 86381.8851021390 85787.7580602015
370.650 2031.4306175107 0.0000000000 0.0000000000 0.0000000002 0.0000000000 14212.2419397993 86381.8851021390 85787.7580602015
371.660 2031.4306175107 0.0000000000 0.0000000000 0.0000000002 0.0000000000 14212.2419397993 86381.8851021390 85787.7580602015
372.670 2031.4306175107 0.0000000000 0.0000000000 0.0000000002 0.0000000000 14212.2419397993 86381.8851021390 85787.7580602015
373.680 2031.4306175107 0.0000000000 0.0000000000 0.0000000001 0.0000000000 14212.2419397993 86381.8851021390 85787.7580602015
374.690 2031.4306175107 0.0000000000 0.0000000000 0.0000000001 0.0000000000 14212.2419397993 86381.8851021390 85787.7580602015
375.700 2031.4306175107 0.0000000000 0.0000000000 0.0000000001 0.0000000000 14212.2419397993 86381.8851021390 85787.7580602015
376.710 2031.4306175107 0.0000000000 0.0000000000 0.0000000001 0.0000000000 14212.2419397993 86381.8851021390 85787.7580602015
377.720 2031.4306175107 0.0000000000 0.0000000000 0.0000000001 0.0000000000 14212.2419397993 86381.8851021390 85787.7580602015
378.730 2031.4306175107 0.0000000000 0.0000000000 0.0000000001 0.0000000000 14212.2419397993 86381.8851021390 85787.7580602015
379.740 2031.4306175107 0.0000000000 0.0000000000 0.0000000001 0.0000000000 14212.2419397993 86381.8851021390 85787.7580602015
380.750 2031.4306175107 0.0000000000 0.0000000000 0.0000000001 0.0000000000 14212.2419397993 86381.8851021390 85787.7580602015
381.760 2031.4306175107 0.0000000000 0.0000000000 0.0000000001 0.0000000000 14212.2419397993 86381.8851021390 85787.7580602015
382.770 2031.4306175107 0.0000000000 0.0000000000 0.0000000001 0.0000000000 14212.2419397993 86381.8851021390 85787.7580602015
383.780 2031.4306175107 0.0000000000 0.0000000000 0.0000000001 0.0000000000 14212.2419397993 86381.8851021390 85787.7580602015
384.790 2031.4306175107 0.0000000000 0.0000000000 0.0000000000 0.0000000000 14212.2419397993 86381.8851021390 85787.7580602015
385.800 2031.4306175107 0.0000000000 0.0000000000 0.0000000000 0.0000000000 14212.2419397993 86381.8851021390 85787.7580602015
386.809 2031.4306175107 0.0000000000 0.0000000000 0.0000000000 0.0000000000 14212.2419397993 86381.8851021390 85787.7580602015
387.819 2031.4306175107 0.0000000000 0.0000000000 0.0000000000 0.0000000000 14212.2419397993 86381.8851021390 85787.7580602015
388.829 2031.4306175107 0.0000000000 0.0000000000 0.0000000000 0.0000000000 14212.2419397993 86381.8851021390 85787.7580602015
389.839 2031.4306175107 0.0000000000 0.0000000000 0.0000000000 0.0000000000 14212.2419397993 86381.8851021390 85787.7580602015
390.849 2031.4306175107 0.0000000000 0.0000000000 0.0000000000 0.0000000000 14212.2419397993 86381.8851021390 85787.7580602015
391.859 2031.4306175107 0.0000000000 0.0000000000 0.0000000000 0.0000000000 14212.2419397993 86381.8851021390 85787.7580602015
392.869 2031.4306175107 0.0000000000 0.0000000000 0.0000000000 0.0000000000 14212.2419397993 86381.8851021390 85787.7580602015
393.879 2031.4306175107 0.0000000000 0.0000000000 0.0000000000 0.0000000000 14212.2419397993 86381.8851021390 85787.7580602015
394.889 2031.4306175107 0.0000000000 0.0000000000 0.0000000000 0.0000000000 14212.2419397993 86381.8851021390 85787.7580602015
395.899 2031.4306175107 0.0000000000 0.0000000000 0.0000000000 0.0000000000 14212.2419397993 86381.8851021390 85787.7580602015
396.909 2031.4306175107 0.0000000000 0.0000000000 0.0000000000 0.0000000000 14212.2419397993 86381.8851021390 85787.7580602015
397.919 2031.4306175107 0.0000000000 0.0000000000 0.0000000000 0.0000000000 14212.2419397993 86381.8851021390 85787.7580602015
398.929 2031.4306175107 0.0000000000 0.0000000000 0.0000000000 0.0000000000 14212.2419397993 86381.8851021390 85787.7580602015
399.939 2031.4306175107 0.0000000000 0.0000000000 0.0000000000 0.0000000000 14212.2419397993 86381.8851021390 85787.7580602015
400.949 2031.4306175107 0.0000000000 0.0000000000 0.0000000000 0.0000000000 14212.2419397993 86381.8851021390 85787.7580602015
401.959 2031.4306175107 0.0000000000 0.0000000000 0.0000000000 0.0000000000 14212.2419397993 86381.8851021390 85787.7580602015
402.969 2031.4306175107 0.0000000000 0.0000000000 0.0000000000 0.0000000000 14212.2419397993 86381.8851021390 85787.7580602015
403.979 2031.4306175107 0.0000000000 0.0000000000 0.0000000000 0.0000000000 14212.2419397993 86381.8851021390 85787.7580602015
404.989 2031.4306175107 0.0000000000 0.0000000000 0.0000000000 0.0000000000 14212.2419397993 86381.8851021390 85787.7580602015
405.998 2031.4306175107 0.0000000000 0.0000000000 0.0000000000 0.0000000000 14212.2419397993 86381.8851021390 85787.7580602015
407.008 2031.4306175107 0.0000000000 0.0000000000 0.0000000000 0.0000000000 14212.2419397993 86381.8851021390 85787.7580602015
408.018 2031.4306175107 0.0000000000 0.0000000000 0.0000000000 0.0000000000 14212.2419397993 86381.8851021390 85787.7580602015
409.028 2031.4306175107 0.0000000000 0.0000000000 0.0000000000 0.0000000000 14212.2419397993 86381.8851021390 85787.7580602015
410.038 2031.4306175107 0.0000000000 0.0000000000 0.0000000000 0.0000000000 14212.2419397993 86381.8851021390 85787.7580602015
411.048 2031.4306175107 0.0000000000 0.0000000000 0.0000000000 0.0000000000 14212.2419397993 86381.8851021390 85787.7580602015
412.058 2031.4306175107 0.0000000000 0.0000000000 0.0000000000 0.0000000000 14212.2419397993 86381.8851021390 85787.7580602015
413.068 2031.4306175107 0.0000000000 0.0000000000 0.0000000000 0.0000000000 14212.2419397993 86381.8851021390 85787.7580602015
414.078 2031.4306175107 0.0000000000 0.0000000000 0.0000000000 0.0000000000 14212.2419397993 86381.8851021390 85787.7580602015
415.088 2031.4306175107 0.0000000000 0.0000000000 0.0000000000 0.0000000000 14212.2419397993 86381.8851021390 85787.7580602015
416.098 2031.4306175107 0.0000000000 0.0000000000 0.0000000000 0.0000000000 14212.2419397993 86381.8851021390 85787.7580602015
417.108 2031.4306175107 0.0000000000 0.0000000000 0.0000000000 0.0000000000 14212.2419397993 86381.8851021390 85787.7580602015
418.118 2031.4306175107 0.0000000000 0.0000000000 0.0000000000 0.0000000000 14212.2419397993 86381.8851021390 85787.7580602015
419.128 2031.4306175107 0.0000000000 0.0000000000 0.0000000000 0.0000000000 14212.2419397993 86381.8851021390 85787.7580602015
420.138 2031.4306175107 0.0000000000 0.0000000000 0.0000000000 0.0000000000 14212.2419397993 86381.8851021390 85787.7580602015
421.148 2031.4306175107 0.0000000000 0.0000000000 0.0000000000 0.0000000000 14212.2419397993 86381.8851021390 85787.7580602015
422.158 2031.4306175107 0.0000000000 0.0000000000 0.0000000000 0.0000000000 14212.2419397993 86381.8851021390 85787.7580602015
423.168 2031.4306175107 0.0000000000 0.0000000000 0.0000000000 0.0000000000 14212.2419397993 86381.8851021390 85787.7580602015
424.178 2031.4306175107 0.0000000000 0.0000000000 0.0000000000 0.0000000000 14212.2419397993 86381.8851021390 85787.7580602015
425.187 2031.4306175107 0.0000000000 0.0000000000 0.0000000000 0.0000000000 14212.2419397993 86381.8851021390 85787.7580602015
426.197 2031.4306175107 0.0000000000 0.0000000000 0.0000000000 0.0000000000 14212.2419397993 86381.8851021390 85787.7580602015
427.207 2031.4306175107 0.0000000000 0.0000000000 0.0000000000 0.0000000000 14212.2419397993 86381.8851021390 85787.7580602015
428.217 2031.4306175107 0.0000000000 0.0000000000 0.0000000000 0.0000000000 14212.2419397993 86381.8851021390 85787.7580602015
429.227 2031.4306175107 0.0000000000 0.0000000000 0.0000000000 0.0000000000 14212.2419397993 86381.8851021390 85787.7580602015
430.237 2031.4306175107 0.0000000000 0.0000000000 0.0000000000 0.0000000000 14212.2419397993 86381.8851021390 85787.7580602015
431.247 2031.4306175107 0.0000000000 0.0000000000 0.0000000000 0.0000000000 14212.2419397993 86381.8851021390 85787.7580602015
432.257 2031.4306175107 0.0000000000 0.0000000000 0.0000000000 0.0000000000 14212.2419397993 86381.8851021390 85787.7580602015
433.267 2031.4306175107 0.0000000000 0.0000000000 0.0000000000 0.0000000000 14212.2419397993 86381.8851021390 85787.7580602015
434.277 2031.4306175107 0.0000000000 0.0000000000 0.0000000000 0.0000000000 14212.2419397993 86381.8851021390 85787.7580602015
