Temps Sain Incubation Asymptotiques Benins Graves QuarantaineB QuarantaineG Hopital Morts RetablisTotal Total ConfinesGrave ConfinesAsymptotique ConfinesBenin ConfinesRetabli ConfinesTotal InfectesTotal InfectesConnu ConfinesSains
247.774 38601.6073766857 275.3047138205 191.0100302994 21.3826723071 24.8434572227 103.7778408351 0.0000000001 188.7688009921 4311.6111376458 57775.8418909155 95688.3888623543 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 529.7828016565 292.5466418273 0.0000000000 
248.753 38506.7337987327 299.7142138002 194.1491776667 22.4834798201 27.4237038946 101.7749078998 0.0000000001 187.6216848025 4314.5049979400 57841.4575169302 95685.4950020601 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 533.4529540837 289.3965927023 0.0000000000 
249.732 38408.9701062511 321.4007060305 199.3120367916 23.8405803183 29.8108493104 100.2698500921 0.0000000001 188.6705092210 4317.5621582666 57907.9056154288 95682.4378417335 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 541.9038257335 288.9403593132 0.0000000000 
250.712 38307.6623585058 341.5308186645 205.9744755921 25.3294272513 32.0005095806 99.2834994523 0.0000000001 191.4806211160 4320.7815452265 57975.7280097043 95679.2184547737 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 554.0685329925 290.7641205684 0.0000000000 
251.691 38202.3553332744 360.8436843118 213.7905202848 26.8840192129 34.0472622540 98.8095879501 0.0000000000 195.6978438758 4324.1617733413 58045.3487516361 95675.8382266588 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 569.2292335776 294.5074318260 0.0000000000 
252.670 38092.7070206877 379.8185867953 222.5298872087 28.4719455374 36.0077128988 98.8283131434 0.0000000000 201.0586001971 4327.7033206204 58117.1120862498 95672.2966793798 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 586.8964589855 299.8869133405 0.0000000000 
253.650 37978.4434680509 398.7709558472 232.0385089600 30.0796902688 37.9267393630 99.3141118152 0.0000000000 207.3732976315 4331.4086084819 58191.3078578672 95668.5913915183 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 606.7323480386 306.6874094468 0.0000000000 
254.629 37859.3333664041 417.9102409279 242.2129796333 31.7039746302 39.8368235334 100.2399934665 0.0000000000 214.5069897098 4335.2815786354 58268.1885335896 95664.7184213647 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 628.5007609733 314.7469831764 0.0000000000 
255.608 37735.1731474885 437.3760056991 252.9837359189 33.3467022764 41.7605662395 101.5798365840 0.0000000000 222.3635179725 4339.3272472169 58347.9806417444 95660.6727527832 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 652.0343589913 323.9433545564 0.0000000000 
256.588 37605.7780831046 457.2609172072 264.3038502475 35.0120611256 43.7133782388 103.3094924006 0.0000000000 230.8738207234 4343.5513513629 58430.8924804228 95656.4486486372 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 677.2126027358 334.1833131240 0.0000000000 
257.567 37470.9769948240 477.6255719592 276.1414842931 36.7049101781 45.7056114878 105.4072051790 0.0000000000 239.9876590170 4347.9600932242 58517.1193214618 95652.0399067759 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 703.9468701550 345.3948641960 0.0000000000 
258.546 37330.6092150496 498.5081239452 288.4747549076 38.4299231804 47.7440853122 107.8536539760 0.0000000000 249.6678427284 4352.5599599163 58606.8469189668 95647.4400400838 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 732.1702601046 357.5214967044 0.0000000000 
259.526 37184.5229880375 519.9305558906 301.2882025479 40.1911695743 49.8331317927 110.6317964101 0.0000000000 259.8862030669 4357.3575966754 58700.2538575809 95642.6424033248 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 761.8305033919 370.5179994770 0.0000000000 
260.505 37032.5748099588 541.9027627848 314.5703311997 41.9919407225 51.9752959863 113.7266192764 0.0000000000 270.6207616390 4362.3597153505 58797.5130956851 95637.6402846497 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 792.8849488239 384.3473809154 0.0000000000 
261.484 36874.6293917254 564.4252007490 328.3118691283 43.8347074564 54.1717988534 117.1248551644 0.0000000000 281.8537138957 4367.5730255264 58898.7929402831 95632.4269744737 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 825.2969444982 398.9785690601 0.0000000000 
262.464 36710.5600414989 587.4905913375 342.5045175533 45.7211425765 56.4228402960 120.8146969880 0.0000000000 293.5699669899 4373.0041796344 59004.2576122493 95626.9958203658 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 859.0331644036 414.3846639779 0.0000000000 
263.443 36540.2493344107 611.0850028994 357.1400318550 47.6521707237 58.7277955019 124.7855263660 0.0000000000 305.7560567538 4378.6597263071 59114.0675090275 95621.3402736931 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 894.0615812003 430.5415831198 0.0000000000 
264.422 36363.5899814042 635.1885217876 372.2095312715 49.6280252518 61.0853404707 129.0276626897 0.0000000000 318.3993259152 4384.5460682152 59228.3792376804 95615.4539317850 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 930.3498855991 447.4269886050 0.0000000000 
265.402 36180.4858370276 659.7756554612 387.7029672801 51.6483018579 63.4935307672 133.5321347220 0.0000000000 331.4872842576 4390.6694219516 59347.3454684982 95609.3305780486 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 967.8642188849 465.0194189797 0.0000000000 
266.381 35990.8530034556 684.8155633528 403.6087038248 53.7120045446 65.9498496284 138.2904740219 0.0000000000 345.0070973236 4397.0357784216 59471.1146442949 95602.9642215786 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 1006.5681293433 483.2975713455 0.0000000000 
267.360 35794.6209987753 710.2721811069 419.9131780720 55.8175827170 68.4512363080 143.2945283492 0.0000000000 358.9451676834 4403.6508627931 59599.8305705252 95596.3491372072 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 1046.4216931296 502.2396960326 0.0000000000 
268.340 35591.7339640366 736.1042838768 436.6006209299 57.9629599183 70.9941020767 148.5362928523 0.0000000000 373.2867845718 4410.5200934683 59733.6319047697 95589.4799065320 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 1087.3807603490 521.8230774241 0.0000000000 
269.319 35382.1518872857 762.2655211821 453.6528238118 60.1455555171 73.5743390132 154.0077569149 0.0000000000 388.0158257240 4417.6485398194 59872.6515598546 95582.3514601809 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 1129.3963009811 542.0235826389 0.0000000000 
270.298 35165.8518247851 788.7044470404 471.0489431228 62.3623009747 76.1873252079 159.7007648123 0.0000000000 403.1145007609 4425.0408786333 60017.0160321722 95574.9591213669 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 1172.4138348786 562.8152655732 0.0000000000 
271.278 34942.8291005315 815.3645631434 488.7653374295 64.6096523644 78.8279289926 165.6068886900 0.0000000000 418.5631292981 4432.7013493563 60166.8446651488 95567.2986506440 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 1216.3729367746 584.1700179880 0.0000000000 
272.257 34713.0984654636 842.1843887467 506.7754347063 66.8836007252 81.4905141315 171.7173127478 0.0000000000 434.3399496376 4440.6337083451 60322.2488569401 95559.3662916551 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 1261.2068119484 606.0572623855 0.0000000000 
273.236 34476.6951977070 869.0975680212 525.0496287459 69.1796816798 84.1689474440 178.0227278712 0.0000000000 450.4209557916 4448.8411824227 60483.3312210999 95551.1588175776 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 1306.8419415325 628.4436836628 0.0000000000 
274.216 34233.6761250463 896.0330234164 543.5552050004 71.4929855793 86.8566099999 184.5132362619 0.0000000000 466.7797619290 4457.3264221095 60650.1847089922 95542.6735778908 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 1353.1977987705 651.2929981909 0.0000000000 
275.195 33984.1205507039 922.9151618269 562.2562969037 73.8181692650 89.5464127827 191.1782659013 0.0000000000 483.3874942818 4466.0914549684 60822.8917029976 95533.9085450319 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 1400.1866391346 674.5657601831 0.0000000000 
276.174 33728.1310635464 949.6641388376 581.1138742263 76.1494703769 92.2308175281 198.0064949010 0.0000000000 500.2127112015 4475.1376395540 61001.5230900135 95524.8623604462 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 1447.7133682338 698.2192061025 0.0000000000 
277.154 33465.8342141356 976.1961849107 600.0857652753 78.4807249844 94.9018632787 204.9857859864 0.0000000000 517.2213524850 4484.4656205040 61186.1373252894 95515.5343794963 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 1495.6754920098 722.2071384714 0.0000000000 
278.133 33197.3810386377 1002.4239960006 619.1267148323 80.8053891751 97.5511990515 212.1031314977 0.0000000000 534.3767193415 4494.0752853492 61376.7794972334 95505.9247146511 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 1543.9631538981 746.4798508392 0.0000000000 
279.112 32922.9474135729 1028.2571896801 638.1884796298 83.1165650963 100.1701228699 219.3446094003 0.0000000000 551.6394864721 4503.9657236498 61573.4804044131 95496.0342763505 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 1592.4592634684 770.9840958724 0.0000000000 
280.092 32642.7342257426 1053.6028264163 657.2199629433 85.4070318131 102.7496272721 226.6953508600 0.0000000000 568.9677477046 4514.1351890847 61776.2556565219 95485.8648109156 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 1641.0397205931 795.6630985646 0.0000000000 
281.071 32356.9673434420 1078.3659941316 676.1673895196 87.6692812135 105.2804512593 234.1395199687 0.0000000000 586.3170964840 4524.5810651336 61985.1048115499 95475.4189348668 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 1689.5737384453 820.4566164528 0.0000000000 
282.050 16046.6874867767 537.7969733410 347.3396393868 44.9112663699 53.7594651611 238.7664657313 0.0000000000 639.4494133333 4537.6854145876 31090.8815582603 95462.3145854127 220.5500399171 593.4743666765 107.7559763448 31121.4302098655 921.7803829385 2246.0066329208 878.2158790646 16060.4323090687 
283.030 15973.0893507659 486.2868308029 351.5669406943 44.8184394161 51.8408429186 231.4167259529 0.0000000000 725.4212434678 4554.1493889684 31151.3408543250 95445.8506110319 70.3499495375 515.9905593817 93.6873934796 31334.0112055964 680.0279023989 2085.0920948485 956.8379694207 16060.4323090687 
284.009 15900.2095573292 445.3013070282 350.1979604348 43.6134101185 48.3053941121 224.6418031574 0.0000000000 717.3051139432 4564.7348913921 31211.5885246295 95435.2651086082 22.4398753307 448.6230110696 81.4555999095 31528.8417424237 552.5184863099 1936.5821680758 941.9469171005 16060.4323090687 
284.989 15829.0463180912 411.6810935136 345.0120056036 41.8314794156 44.6980701217 218.1490042925 0.0000000000 681.2412908018 4573.0519381539 31270.7906706152 95426.9480618465 7.1577592901 390.0509464792 70.8207850618 31706.7767166794 468.0294908311 1798.9613410663 899.3902950943 16060.4323090687 
285.968 15760.1262856703 383.3655500843 337.2494149892 39.7921137700 41.4446950775 211.7784877192 0.0000000000 638.4189143243 4580.2924212658 31328.4675307393 95419.7075787346 2.2831462876 339.1260303090 61.5744479488 31869.2129294951 402.9836245454 1671.6672504256 850.1974020434 16060.4323090687 
286.947 15693.7253274902 358.9613358520 327.7838343372 37.6816718101 38.6023088468 205.4507663098 0.0000000000 595.6144750339 4586.8722450246 31384.3404834241 95413.1277549757 0.7282665928 294.8498535160 53.5353093996 32017.6101085414 349.1134295084 1554.2464858460 801.0652413436 16060.4323090687 
287.927 15629.9750920827 337.5042662501 317.2343112600 35.6046149837 36.1218059032 199.1338979000 0.0000000000 554.9440843763 4592.9548510297 31438.2533591292 95407.0451489707 0.2322988383 256.3543589950 46.5457579886 32153.3470369132 303.1324158219 1446.1711302451 754.0779822764 16060.4323090687 
288.906 15568.9195582276 318.3165521863 306.0408738619 33.6155541172 33.9354880346 192.8230505210 0.0000000000 516.9936114154 4598.6188071354 31490.1280940277 95401.3811928649 0.0740975225 222.8848228754 40.4687599835 32277.6834680829 263.4276803814 1346.8362583315 709.8166619364 16060.4323090687 
289.885 15510.5476853891 300.9159451485 294.5166156003 31.7393370656 31.9830649452 186.5279057647 0.0000000000 481.8343759813 4603.9119983903 31539.9378171586 95396.0880016101 0.0236352574 193.7850577729 35.1851727283 32391.7556415968 228.9938657587 1255.5951651158 668.3622817460 16060.4323090687 
290.865 15454.8135081230 284.9556156409 282.8840809449 29.9835756315 30.2169373871 180.2650285456 0.0000000000 449.3600870007 4608.8695666104 31587.6896413030 95391.1304333899 0.0075390563 168.4845479006 30.5914087911 32496.5824591919 199.0834957480 1171.7932052578 629.6251155463 16060.4323090687 
291.844 15401.6490393046 270.1833993213 271.3009123689 28.3463719598 28.6011725886 174.0533678896 0.0000000000 419.4033046928 4613.5201639481 31633.4132818894 95386.4798360523 0.0024047705 146.4872638143 26.5974050788 32593.0748679036 173.0870736637 1094.7922031632 593.4566725823 16060.4323090687 
292.823 15350.9727709156 256.4137615970 259.8780450677 26.8210024631 27.1090619414 167.9117126505 0.0000000000 391.7784975315 4617.8883665211 31677.1533725275 95382.1116334792 0.0007670617 127.3619375023 23.1248571047 32682.0459243432 150.4875616687 1023.9858813229 559.6902101820 16060.4323090687 
293.803 15302.6953542596 243.5083305756 248.6926815380 25.3986859248 25.7207804924 161.8573501175 0.0000000000 366.2994628419 4621.9957727914 31718.9642102709 95378.0042272090 0.0002446735 110.7336071544 20.1056837887 32764.2206279735 130.8395356166 958.8084965313 528.1568129594 16060.4323090687 
294.782 15256.7234205162 231.3622934499 237.7975854699 24.0701580807 24.4215159756 155.9054493877 0.0000000000 342.7870265235 4625.8616129247 31758.9061337598 95374.1383870757 0.0000780447 96.2762658443 17.4806926927 32840.2451720745 113.7570365818 898.7387720192 498.6924759112 16060.4323090687 
295.761 15212.9621536111 219.8948449465 227.2277671053 22.8265140807 23.2000710631 150.0688682658 0.0000000000 321.0725971000 4629.5031495028 31797.0430140945 95370.4968504975 0.0000248943 83.7064699970 15.1984195230 32910.6954769421 98.9049144143 843.3007320292 471.1414653658 16060.4323090687 
296.741 15171.3170170598 209.0424545782 217.0053118062 21.6596115469 22.0478492981 144.3581962875 0.0000000000 300.9997061050 4632.9359717525 31833.4405109956 95367.0640282479 0.0000079407 72.7777823320 13.2141191461 32976.0849648574 85.9919094187 792.0625844624 445.3579023925 16060.4323090687 
297.720 15131.6949033096 198.7541042923 207.1428816252 20.5622180676 20.9581287990 138.7819192948 0.0000000000 282.4244608892 4636.1742253118 31868.1648588622 95363.8257746886 0.0000025329 63.2759403348 11.4888883375 33036.8715837587 74.7648312052 744.6344398809 421.2063801839 16060.4323090687 
298.699 15094.0048871562 188.9879088310 197.6462648421 19.5280170038 19.9255446938 133.3466371928 0.0000000000 265.2153742035 4639.2307978806 31901.2820218124 95360.7692021199 0.0000008079 55.0146555303 9.9889030644 33093.4641120032 65.0035594026 700.6653973386 398.5620113963 16060.4323090687 
299.679 15058.1587069198 179.7087096670 188.5162398764 18.5515408298 18.9457207120 128.0572955065 0.0000000000 249.2528334162 4642.1174723776 31932.8571070061 95357.8825276228 0.0000002577 47.8319612020 8.6847553479 33146.2277902775 56.5167168076 659.8403471485 377.3101289227 16060.4323090687 
300.658 15024.0710580745 170.8863565452 179.7499435438 17.6280729934 18.0150067084 122.9174092638 0.0000000000 234.4283701981 4644.8450551337 31962.9539597231 95355.1549448667 0.0000000822 41.5870369518 7.5508767045 33195.4893333650 49.1379137385 621.8767164461 357.3457794620 16060.4323090687 
301.637 14991.6597575615 162.4944760448 171.3418795952 16.7535416442 17.1302912785 117.9292685883 0.0000000000 220.6438328375 4647.4234843991 31991.6348870537 95352.5765156013 0.0000000262 36.1574478439 6.5650368631 33241.5413767363 42.7224847333 586.5212986770 338.5731014259 16060.4323090687 
302.617 14960.8458189699 154.5095860277 163.2846651578 15.9244177426 16.2888676221 113.0941217677 0.0000000000 207.8105266421 4649.8619230427 32018.9604731370 95350.1380769577 0.0000000084 31.4367440051 5.7079079293 33284.6464124119 37.1446519427 553.5472508750 320.9046484098 16060.4323090687 
303.596 30977.7310900195 160.5791860514 182.9947322317 19.8448635117 15.6984315878 108.9247132492 0.0000000000 195.8699832819 4652.1704773389 65370.0342508135 95347.8295226614 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 523.3327238623 304.7946965311 0.0000000000 
304.575 30909.7450265117 185.9604886812 174.9563240243 18.5452112565 16.8881881260 105.6556839840 0.0000000000 185.6167979832 4654.4268540226 65433.1152473998 95345.5731459778 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 501.6622053739 291.2724819671 0.0000000000 
305.555 30843.6156665540 204.2115727580 170.4324457160 18.1488163928 18.6445307275 102.4282308931 0.0000000000 177.9093669471 4656.7302359858 65493.9544188543 95343.2697640146 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 487.5633906764 280.3375978402 0.0000000000 
306.534 30778.1514301003 217.9249357414 168.2871425885 18.2570602044 20.2692768259 99.4200108135 0.0000000000 172.5506440583 4659.1054954810 65553.3873544355 95340.8945045193 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 478.7841344907 271.9706548718 0.0000000000 
307.513 30712.6766414659 228.6788455405 167.7715675697 18.6351077110 21.6222491172 96.7173284829 0.0000000000 169.0693216912 4661.5511090226 65612.0070500571 95338.4488909777 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 473.8155745720 265.7866501741 0.0000000000 
308.493 30646.7853857377 237.4724774887 168.3836828255 19.1462305869 22.7268115040 94.3532313341 0.0000000000 167.0187979050 4664.0599376058 65670.2388763079 95335.9400623946 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 471.6287541555 261.3720292391 0.0000000000 
309.472 30580.2242682425 244.9542063889 169.7829305558 19.7126643438 23.6405640661 92.3304977265 0.0000000000 166.0447549261 4666.6253434304 65728.3923078081 95333.3746565700 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 471.5114116183 258.3752526526 0.0000000000 
310.451 30512.8314296852 251.5512131265 171.7361672977 20.2918863273 24.4171086227 90.6354941504 0.0000000000 165.8827937704 4669.2425005534 65786.6962437620 95330.7574994469 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 472.9634501685 256.5182879208 0.0000000000 
311.431 30444.5022834615 257.5475765846 174.0824948126 20.8621509974 25.0977554006 89.2464472701 0.0000000000 166.3397042510 4671.9082832173 65845.3230565445 95328.0917167830 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 475.6285527317 255.5861515211 0.0000000000 
312.410 30375.1691128129 263.1332656772 176.7099955913 21.4136839759 25.7121503194 88.1382895385 0.0000000000 167.2746884222 4674.6208433797 65904.4049908686 95325.3791566206 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 479.2488078473 255.4129779607 0.0000000000 
313.389 30304.7884342354 268.4356795509 179.5401702667 21.9433627991 26.2808940299 87.2854104477 0.0000000000 168.5844580098 4677.3792082015 65964.0453947101 95322.6207917988 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 483.6342955533 255.8698684575 0.0000000000 
314.369 30233.3329755795 273.5402864524 182.5174428658 22.4515480102 26.8180747282 86.6631396039 0.0000000000 170.1923267546 4680.1829712281 66024.3264587488 95319.8170287723 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 488.6425319627 256.8554663585 0.0000000000 
315.348 30160.7865075604 278.5042735558 185.6020380550 22.9402347497 27.3332394419 86.2484737133 0.0000000000 172.0404860115 4683.0320741133 66085.3145912232 95316.9679258870 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 494.1644719715 258.2889597248 0.0000000000 
316.327 30087.1404844758 283.3656423401 188.7651198880 23.4120081923 27.8328119138 86.0203632795 0.0000000000 174.0846028195 4685.9266582700 66147.0641846248 95314.0733417304 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 500.1149060931 260.1049660990 0.0000000000 
317.307 30012.3918496575 288.1493048006 191.9854567898 23.8694818036 28.3210780760 85.9597520100 0.0000000000 176.2900512491 4688.8669662234 66209.6202826200 95311.1330337769 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 506.4258199286 262.2498032592 0.0000000000 
318.286 29936.5415976189 292.8711904390 195.2471221782 24.3150200616 28.8008606291 86.0494853081 0.0000000000 178.6292749503 4691.8532769708 66273.0204898626 95308.1467230296 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 513.0417631273 264.6787602584 0.0000000000 
319.265 29859.5938305103 297.5410266941 198.5379014071 24.7506241700 29.2739780629 86.2741566838 0.0000000000 181.0799294327 4694.8858641502 66337.2963565862 95305.1141358501 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 519.9165897566 267.3540861165 0.0000000000 
320.245 29781.5551385312 302.1642306784 201.8481828435 25.1779073136 29.7415566673 86.6199316804 0.0000000000 183.6235622786 4697.9649693414 66402.4743956747 95302.0350306589 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 527.0111407834 270.2434939590 0.0000000000 
321.224 29702.4341930308 306.7432030561 205.1701824555 25.5981158155 30.2042429782 87.0743711351 0.0000000000 186.2446660297 4701.0907853259 66468.5768400791 95298.9092146744 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 534.2915784140 273.3190371648 0.0000000000 
322.204 29622.2414793138 311.2782180801 208.4973993230 26.0121709031 30.6623489248 87.6262649746 0.0000000000 188.9299908994 4704.2634458612 66535.6222148525 95295.7365541390 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 541.7281750249 276.5562558740 0.0000000000 
323.183 29540.9891211190 315.7680397304 211.8242318741 26.4207169454 31.1159514562 88.2654815337 0.0000000000 191.6680400686 4707.4830196867 66603.6257753282 95292.5169803136 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 549.2944218780 279.9335216023 0.0000000000 
324.162 29458.6907650684 320.2103513177 215.1457065814 26.8241687038 31.5649613107 88.9828338866 0.0000000000 194.4486944636 4710.7495072536 66672.5998474879 95289.2504927467 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 556.9663649461 283.4315283502 0.0000000000 
325.142 29375.3615040987 324.6020575209 218.4572857733 27.2227540464 32.0091708015 89.7699627984 0.0000000000 197.2629303001 4714.0628391905 66742.5540959756 95285.9371608098 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 564.7221037198 287.0328930985 0.0000000000 
326.121 29291.0178259389 328.9394988224 221.7547314080 27.6165507961 32.4482872826 90.6192349946 0.0000000000 200.1026038301 4717.4228758552 66813.4957379213 95282.5771241451 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 572.5414083114 290.7218388247 0.0000000000 
327.100 29205.6775773442 333.2186055341 225.0340086531 28.0055175777 32.8819568054 91.5236550791 0.0000000000 202.9602853621 4720.8294075543 66885.4297156835 95279.1705924460 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 580.4054234775 294.4839404413 0.0000000000 
328.080 29119.3599378740 337.4350100020 228.2912179420 28.3895191289 33.3097810275 92.4767893770 0.0000000000 205.8291298649 4724.2821551594 66958.3588380931 95275.7178448410 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 588.2964373402 298.3059192418 0.0000000000 
329.059 29032.0853990377 341.5841297429 231.5225475185 28.7683467870 33.7313294635 93.4727000707 0.0000000000 208.7027750943 4727.7807709499 67032.2838972909 95272.2192290505 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 596.1976989340 302.1754751650 0.0000000000 
330.038 28943.8757459901 345.6612303074 234.7242408131 29.1417349255 34.1461485050 94.5058881717 0.0000000000 211.5752607077 4731.3248395774 67107.2037664881 95268.6751604230 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 604.0932731231 306.0811488794 0.0000000000 
331.018 28854.7540398654 349.6614739530 237.8925746201 29.5093740746 34.5537681941 95.5712440512 0.0000000000 214.4409636005 4734.9138790900 67183.1154827124 95265.0861209103 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 611.9679245405 310.0122076517 0.0000000000 
331.997 28764.7445994488 353.5799583541 241.0238451924 29.8709213746 34.9537074276 96.6640044444 0.0000000000 217.2945459510 4738.5473419822 67260.0143176787 95261.4526580181 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 619.8070243900 313.9585503954 0.0000000000 
332.976 28673.8729812962 357.4117482948 244.1143601770 30.2260089176 35.3454780622 97.7797150068 0.0000000000 220.1309133525 4742.2246162555 67337.8938392549 95257.7753837448 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 627.5964755161 317.9106283593 0.0000000000 
333.956 28582.1659576977 361.1519024007 247.1604348912 30.5742504316 35.7285882464 98.9141976485 0.0000000000 222.9451810500 4745.9450264853 67416.7459654861 95254.0549735150 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 635.3226522677 321.8593786985 0.0000000000 
334.935 28489.6514920748 364.7954963486 250.1583918434 30.9152466760 36.1025452078 100.0635219994 0.0000000000 225.7326467674 4749.7078348976 67496.5610127670 95250.2921651026 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 642.9723524939 325.7961687668 0.0000000000 
335.914 28396.3587115381 368.3376435571 253.1045626980 31.2485898432 36.4668576535 101.2239804597 0.0000000000 228.4887689474 4753.5122424617 67577.3277394626 95246.4877575386 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 650.5327596019 329.7127494071 0.0000000000 
336.894 28302.3178764340 371.7735140576 255.9952920923 31.5738671959 36.8210378947 102.3920663784 0.0000000000 231.2091494825 4757.3573900094 67659.0333860517 95242.6426099909 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 657.9914130438 333.6012158609 0.0000000000 
337.873 28207.5603467801 375.0983520287 258.8269428610 31.8906641189 37.1646037725 103.5644549743 0.0000000000 233.8895201986 4761.2423593910 67741.6637126947 95238.7576406093 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 665.3361859254 337.4539751730 0.0000000000 
338.852 28112.1185455459 378.3074923201 261.5959023378 32.1985667252 37.4970804383 104.7379866691 0.0000000000 236.5257325008 4765.1661746770 67825.2030349824 95234.8338253233 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 672.5552686712 341.2637191699 0.0000000000 
339.832 28016.0259187781 381.3963761872 264.2985894768 32.4971641195 37.8180020245 105.9096525544 0.0000000000 239.1137496916 4769.1278034177 67909.6342585102 95230.8721965827 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 679.6371578669 345.0234022460 0.0000000000 
340.811 27919.3168926071 384.3605663745 266.9314625960 32.7860504006 38.1269132305 107.0765817496 0.0000000000 241.6496415632 4773.1261579680 67994.9389128241 95226.8738420322 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 686.5706495399 348.7262233128 0.0000000000 
341.790 27822.0268271998 387.1957616294 269.4910275852 33.0648264613 38.4233708394 108.2360304419 0.0000000000 244.1295809226 4777.1600968869 68081.0971852072 95222.8399031133 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 693.3448362505 352.3656113646 0.0000000000 
